customer_id,age,income_band,credit_score,customer_since,home_country,risk_segment
CUST-34362,54,High,881,2023-08-14,USA,Low
CUST-55872,65,Medium,649,2016-10-16,UK,Medium
CUST-37908,43,Medium,699,2024-10-11,India,Medium
CUST-69089,58,Low,348,2021-10-08,India,High
CUST-41598,60,Medium,707,2016-04-19,USA,Low
CUST-70125,26,Medium,712,2017-10-08,UK,Low
CUST-74551,39,Low,361,2017-11-18,India,High
CUST-32051,59,Low,436,2017-11-23,India,High
CUST-82776,36,Low,447,2019-02-04,UAE,High
CUST-39321,44,Medium,667,2018-09-29,India,Medium
CUST-47199,25,Medium,649,2022-07-25,India,Medium
CUST-83568,24,High,762,2023-01-07,India,Low
CUST-48222,23,Low,415,2022-07-04,India,High
CUST-36142,61,Medium,707,2023-05-20,India,Low
CUST-29742,44,High,816,2017-08-20,Singapore,Low
CUST-45203,34,High,763,2022-12-17,UK,Low
CUST-68777,35,Medium,656,2017-10-20,UK,Medium
CUST-71747,37,Low,522,2017-10-16,India,High
CUST-65449,21,Low,325,2019-08-06,USA,High
CUST-19192,55,High,824,2021-04-05,India,Low
CUST-50595,44,Low,508,2019-01-12,India,High
CUST-82522,19,Medium,609,2023-07-01,UAE,Medium
CUST-63503,66,Medium,550,2021-04-22,India,Medium
CUST-88076,44,Low,335,2022-11-01,India,High
CUST-42562,52,Low,474,2016-08-27,India,High
CUST-90970,42,Low,541,2024-11-06,India,High
CUST-49816,25,Medium,639,2016-01-12,UK,Medium
CUST-76499,62,High,740,2019-09-06,USA,Low
CUST-65096,29,Low,494,2018-10-16,India,High
CUST-71620,49,Medium,742,2020-10-19,USA,Low
CUST-24350,22,Low,425,2016-06-04,UAE,High
CUST-61215,56,Medium,692,2021-11-14,India,Medium
CUST-42335,67,Medium,728,2023-09-09,India,Low
CUST-79091,51,High,793,2024-05-31,India,Low
CUST-76714,22,Medium,613,2018-08-16,India,Medium
CUST-93078,56,High,854,2016-11-30,USA,Low
CUST-77120,38,Low,337,2021-10-23,India,High
CUST-86540,53,Low,368,2024-01-12,India,High
CUST-43939,22,Medium,594,2024-03-11,India,Medium
CUST-89062,30,Medium,715,2024-11-09,UAE,Low
CUST-42848,66,Low,455,2016-12-27,India,High
CUST-84548,60,High,871,2020-03-02,USA,Low
CUST-42974,35,High,895,2016-12-13,India,Low
CUST-15940,67,Medium,666,2021-09-04,India,Medium
CUST-43948,39,High,765,2016-04-25,UK,Low
CUST-91065,45,Low,563,2020-01-03,India,Medium
CUST-52573,38,Medium,730,2018-10-20,India,Low
CUST-18759,42,Medium,748,2021-06-20,India,Low
CUST-59508,39,Medium,555,2019-11-24,India,Medium
CUST-78172,35,Medium,577,2021-03-12,India,Medium
CUST-63767,34,High,896,2022-02-23,Singapore,Low
CUST-10948,50,Medium,591,2022-09-21,India,Medium
CUST-63033,62,Low,473,2018-11-21,UAE,High
CUST-67404,62,Low,517,2021-04-24,India,High
CUST-40549,39,High,789,2016-08-23,USA,Low
CUST-71504,50,Medium,637,2019-04-14,India,Medium
CUST-44896,39,Low,543,2016-11-12,India,High
CUST-88437,47,High,705,2021-05-02,USA,Low
CUST-25940,28,Low,423,2017-09-03,USA,High
CUST-34326,27,Low,383,2017-05-21,Singapore,High
CUST-80816,36,Medium,564,2022-06-05,USA,Medium
CUST-18274,56,High,785,2023-12-04,India,Low
CUST-55396,32,High,879,2019-05-15,India,Low
CUST-76949,36,High,714,2019-03-20,India,Low
CUST-99094,64,Low,447,2018-08-09,India,High
CUST-15020,26,Medium,667,2017-01-17,India,Medium
CUST-51714,19,High,847,2020-02-20,UK,Low
CUST-41517,67,Low,556,2018-03-19,India,Medium
CUST-65220,49,Medium,717,2024-08-15,India,Low
CUST-87907,29,Medium,640,2020-06-18,India,Medium
CUST-36738,41,Low,409,2020-04-21,UK,High
CUST-58715,45,Medium,616,2019-04-11,India,Medium
CUST-36495,32,High,836,2022-06-06,UAE,Low
CUST-52585,49,Low,381,2019-06-16,UK,High
CUST-27963,42,Medium,609,2021-11-24,UK,Medium
CUST-80413,43,High,814,2021-04-10,India,Low
CUST-83987,18,Medium,659,2018-02-22,India,Medium
CUST-82374,42,Medium,564,2020-12-16,India,Medium
CUST-44645,33,Low,394,2017-11-14,India,High
CUST-96300,22,Medium,644,2019-05-26,India,Medium
CUST-57450,64,High,725,2017-11-09,India,Low
CUST-67453,25,Medium,645,2020-07-27,USA,Medium
CUST-70493,66,Medium,596,2019-08-08,USA,Medium
CUST-51267,67,Medium,551,2024-10-28,UK,Medium
CUST-84766,41,High,741,2020-04-03,India,Low
CUST-93982,69,Medium,598,2024-04-13,UAE,Medium
CUST-86574,23,Low,585,2020-08-29,India,Medium
CUST-65593,46,Low,326,2016-01-16,UK,High
CUST-76701,69,Medium,593,2023-02-14,India,Medium
CUST-38985,51,Medium,596,2016-09-28,USA,Medium
CUST-35540,32,Low,393,2017-08-30,India,High
CUST-59061,33,Low,391,2022-07-26,India,High
CUST-35498,51,Medium,617,2022-12-25,UK,Medium
CUST-18526,32,High,844,2019-05-15,India,Low
CUST-93664,27,Medium,685,2018-01-22,India,Medium
CUST-22334,18,Low,496,2020-01-17,India,High
CUST-26519,60,Low,308,2022-09-19,India,High
CUST-75539,39,Low,494,2020-11-12,India,High
CUST-62101,46,Low,587,2023-09-12,UAE,Medium
CUST-57597,43,Low,524,2020-05-16,UAE,High
CUST-78147,20,Medium,737,2022-12-18,India,Low
CUST-82127,59,Low,353,2018-12-25,India,High
CUST-93848,33,High,834,2018-01-31,India,Low
CUST-37890,28,Low,587,2018-10-21,Singapore,Medium
CUST-41378,46,Medium,596,2023-06-07,UAE,Medium
CUST-96007,63,Low,438,2017-09-28,India,High
CUST-52734,62,High,816,2021-04-09,India,Low
CUST-22383,69,High,882,2016-05-26,USA,Low
CUST-78970,41,Low,396,2018-01-18,UK,High
CUST-14937,34,Medium,672,2016-12-18,India,Medium
CUST-58075,42,High,846,2022-07-24,India,Low
CUST-29628,53,High,895,2017-10-12,India,Low
CUST-84865,23,Low,398,2021-07-28,USA,High
CUST-20832,51,Low,522,2023-02-10,Singapore,High
CUST-17514,25,Low,442,2017-11-02,India,High
CUST-65004,31,Low,479,2020-02-25,Singapore,High
CUST-92796,51,High,772,2020-08-24,India,Low
CUST-62193,69,Low,329,2019-07-06,USA,High
CUST-70873,33,High,885,2018-04-30,India,Low
CUST-33579,32,Medium,624,2021-09-16,India,Medium
CUST-64541,41,Low,468,2024-09-12,UK,High
CUST-90517,55,Medium,625,2016-12-13,India,Medium
CUST-19426,32,Low,311,2019-06-30,USA,High
CUST-94698,47,Low,349,2018-06-08,India,High
CUST-64185,28,Low,465,2019-10-18,India,High
CUST-67859,35,Low,455,2018-07-26,UK,High
CUST-23237,69,Low,386,2022-04-20,UAE,High
CUST-19265,47,Low,472,2016-05-25,India,High
CUST-26986,20,Medium,692,2023-01-25,India,Medium
CUST-93742,47,High,794,2021-10-15,India,Low
CUST-30412,39,Medium,674,2019-02-04,India,Medium
CUST-98561,62,Medium,568,2018-09-15,UK,Medium
CUST-87135,31,Low,440,2017-01-14,India,High
CUST-68473,25,Medium,615,2017-02-24,USA,Medium
CUST-69482,44,Low,335,2024-09-13,India,High
CUST-70853,38,Medium,616,2018-11-19,India,Medium
CUST-60436,49,High,768,2024-12-17,India,Low
CUST-83480,19,Low,428,2018-01-07,India,High
CUST-81624,36,Low,432,2017-02-21,UAE,High
CUST-77555,34,Low,341,2017-07-06,Singapore,High
CUST-22541,26,Medium,733,2022-02-21,UK,Low
CUST-49313,62,Low,359,2023-04-09,Singapore,High
CUST-66889,48,Medium,556,2024-05-09,India,Medium
CUST-61977,65,Medium,587,2023-04-29,UAE,Medium
CUST-32405,26,Medium,707,2023-02-25,UAE,Low
CUST-75302,34,High,898,2024-07-03,UK,Low
CUST-17599,47,Medium,738,2019-10-19,India,Low
CUST-91685,42,High,876,2017-01-09,India,Low
CUST-52634,35,Medium,684,2018-05-09,UAE,Medium
CUST-38216,57,Medium,709,2021-07-07,India,Low
CUST-86504,56,Medium,618,2024-05-09,India,Medium
CUST-13482,29,High,890,2023-07-20,India,Low
CUST-49227,52,Medium,635,2018-07-20,Singapore,Medium
CUST-42204,40,High,820,2023-12-23,India,Low
CUST-45610,54,Medium,684,2018-02-26,USA,Medium
CUST-19613,23,Medium,716,2022-10-08,India,Low
CUST-25013,69,Low,466,2019-02-18,India,High
CUST-22525,48,High,739,2019-11-04,USA,Low
CUST-32905,21,Medium,723,2018-05-03,India,Low
CUST-83736,50,Medium,652,2017-10-16,India,Medium
CUST-32624,55,Medium,654,2021-07-22,USA,Medium
CUST-80555,34,Medium,553,2019-11-17,India,Medium
CUST-99896,47,Low,540,2024-08-01,India,High
CUST-17938,30,Medium,706,2016-09-15,USA,Low
CUST-48038,52,Medium,696,2018-11-04,Singapore,Medium
CUST-86858,31,Low,399,2016-01-23,UAE,High
CUST-39598,48,High,734,2020-06-14,UK,Low
CUST-76238,45,High,781,2019-12-14,India,Low
CUST-67849,23,Medium,747,2019-07-26,India,Low
CUST-54313,65,Low,539,2024-07-23,UAE,High
CUST-40649,39,Medium,634,2018-04-02,UK,Medium
CUST-92118,40,Low,305,2021-03-17,India,High
CUST-27834,31,Low,591,2024-06-21,Singapore,Medium
CUST-66400,56,Medium,717,2022-05-28,UK,Low
CUST-20311,32,Low,420,2023-10-16,India,High
CUST-32642,55,High,717,2021-02-25,India,Low
CUST-41960,38,High,740,2018-01-27,India,Low
CUST-81746,60,Low,395,2019-06-06,UK,High
CUST-41719,30,Medium,712,2022-11-12,India,Low
CUST-95336,44,High,876,2021-04-03,Singapore,Low
CUST-81086,54,Medium,641,2019-11-03,UAE,Medium
CUST-51948,20,Low,574,2023-09-14,India,Medium
CUST-72059,45,Low,466,2023-12-23,India,High
CUST-70555,64,Medium,700,2017-09-03,India,Low
CUST-86269,43,Low,447,2024-01-16,USA,High
CUST-53643,61,Medium,624,2016-07-01,India,Medium
CUST-57343,60,Medium,646,2016-07-16,UK,Medium
CUST-91714,48,Low,399,2019-09-11,India,High
CUST-56708,22,Medium,713,2017-03-15,India,Low
CUST-76794,54,Medium,595,2017-06-02,UAE,Medium
CUST-86308,42,Medium,705,2021-02-03,India,Low
CUST-19478,57,Low,333,2016-02-24,UAE,High
CUST-58176,35,Low,462,2020-08-06,USA,High
CUST-22692,58,Low,385,2017-01-27,UAE,High
CUST-15096,44,Medium,588,2022-04-13,UK,Medium
CUST-67897,69,High,791,2016-11-28,India,Low
CUST-82075,62,High,787,2020-01-23,India,Low
CUST-17149,44,Low,328,2017-12-28,UAE,High
CUST-10564,63,Medium,669,2019-02-02,India,Medium
CUST-30703,27,Medium,566,2021-04-30,India,Medium
CUST-23927,60,High,788,2018-01-14,UAE,Low
CUST-81319,37,Low,524,2017-06-17,USA,High
CUST-56770,32,High,755,2022-08-18,India,Low
CUST-79805,36,Medium,699,2021-03-13,USA,Medium
CUST-64237,67,Low,362,2016-10-10,USA,High
CUST-27513,18,Low,499,2021-03-13,UK,High
CUST-75847,20,Medium,656,2024-06-26,UAE,Medium
CUST-53501,22,Low,313,2023-03-29,India,High
CUST-56466,47,Low,459,2018-01-18,India,High
CUST-33674,53,Low,452,2024-10-27,India,High
CUST-36652,38,Low,320,2019-06-19,India,High
CUST-33558,44,Low,338,2020-09-18,India,High
CUST-37463,31,High,829,2017-05-15,India,Low
CUST-71841,19,High,893,2020-10-21,India,Low
CUST-18880,35,Low,431,2022-02-17,India,High
CUST-75917,40,Low,357,2019-11-01,USA,High
CUST-33873,18,Medium,644,2022-04-07,UAE,Medium
CUST-84976,62,Low,595,2018-05-09,India,Medium
CUST-16326,38,High,860,2020-03-06,UAE,Low
CUST-21181,59,Medium,678,2022-05-27,India,Medium
CUST-79622,33,Medium,596,2016-09-09,India,Medium
CUST-34448,45,Medium,620,2022-01-05,Singapore,Medium
CUST-38084,25,High,703,2024-03-26,India,Low
CUST-82343,60,Low,428,2020-03-23,USA,High
CUST-39991,46,Medium,619,2022-07-25,USA,Medium
CUST-45629,56,Low,360,2017-10-19,UAE,High
CUST-13720,21,Low,300,2017-02-03,India,High
CUST-45873,38,Low,437,2024-08-09,India,High
CUST-93918,30,High,812,2017-06-28,UK,Low
CUST-50700,66,Medium,596,2018-01-25,USA,Medium
CUST-68185,63,Low,423,2016-04-07,UK,High
CUST-50999,21,Low,536,2021-02-06,India,High
CUST-54831,42,Low,381,2023-08-31,India,High
CUST-92991,43,Medium,614,2022-07-19,Singapore,Medium
CUST-62756,27,Low,395,2020-03-01,India,High
CUST-96177,49,Low,462,2022-02-19,USA,High
CUST-46101,46,High,835,2024-12-22,India,Low
CUST-60603,22,High,762,2024-07-02,USA,Low
CUST-95296,54,Low,355,2020-12-08,UAE,High
CUST-91745,33,Medium,606,2018-11-13,India,Medium
CUST-72628,49,High,718,2023-02-19,UAE,Low
CUST-52988,27,Medium,631,2017-05-14,India,Medium
CUST-34301,62,Low,445,2024-06-27,India,High
CUST-21345,55,High,714,2023-09-08,India,Low
CUST-43093,54,High,873,2024-01-19,India,Low
CUST-41541,33,Low,340,2022-04-26,India,High
CUST-56435,34,Low,508,2018-04-04,UAE,High
CUST-94838,48,Low,401,2020-07-25,UAE,High
CUST-13314,20,Medium,662,2022-06-25,India,Medium
CUST-47508,21,Low,356,2024-05-03,India,High
CUST-83081,33,High,731,2020-08-31,India,Low
CUST-72684,50,Medium,690,2022-12-11,UK,Medium
CUST-50312,42,Medium,639,2024-03-28,India,Medium
CUST-34093,43,Low,371,2020-08-14,UAE,High
CUST-43416,50,Low,469,2016-07-27,India,High
CUST-35543,48,Medium,665,2021-04-05,India,Medium
CUST-16504,27,Low,535,2022-08-30,India,High
CUST-45528,33,Medium,597,2021-04-24,India,Medium
CUST-63392,32,High,848,2024-08-19,UK,Low
CUST-45489,24,Medium,674,2022-06-08,India,Medium
CUST-30571,55,Medium,593,2020-07-26,USA,Medium
CUST-87163,69,Medium,660,2023-12-28,India,Medium
CUST-61833,33,Low,465,2021-08-05,USA,High
CUST-89838,67,High,756,2024-10-01,India,Low
CUST-78676,39,Low,377,2016-05-21,India,High
CUST-48581,55,Low,531,2016-09-02,India,High
CUST-75195,59,Low,329,2018-09-15,India,High
CUST-84001,42,High,798,2022-06-28,India,Low
CUST-38996,53,Medium,678,2021-07-23,India,Medium
CUST-62054,43,Low,433,2023-05-18,UK,High
CUST-92053,61,Low,377,2020-12-15,India,High
CUST-28273,48,Low,463,2016-10-27,India,High
CUST-62275,65,Low,572,2017-05-31,UAE,Medium
CUST-82930,30,Medium,720,2016-08-03,UK,Low
CUST-14951,18,Low,307,2016-10-15,India,High
CUST-88633,35,Low,421,2022-04-18,UK,High
CUST-53417,64,Low,487,2022-03-08,UAE,High
CUST-94348,26,Low,394,2024-11-06,UK,High
CUST-50639,24,Medium,703,2018-02-16,UAE,Low
CUST-86332,50,Medium,729,2019-12-24,India,Low
CUST-57648,45,Low,538,2024-12-11,India,High
CUST-34025,57,Low,588,2022-03-05,India,Medium
CUST-14416,35,Medium,671,2017-09-23,USA,Medium
CUST-14470,52,High,734,2023-05-13,India,Low
CUST-46624,46,Medium,591,2019-08-27,India,Medium
CUST-99404,67,Low,321,2021-06-08,UAE,High
CUST-86180,19,Low,417,2018-04-09,India,High
CUST-89206,51,Medium,602,2022-10-06,UK,Medium
CUST-30885,47,Low,428,2017-07-04,India,High
CUST-10951,42,High,817,2019-06-22,India,Low
CUST-30291,68,Low,393,2024-02-17,India,High
CUST-48583,27,Medium,744,2016-08-23,Singapore,Low
CUST-56252,69,Low,334,2021-10-24,India,High
CUST-18476,50,Medium,587,2023-03-25,Singapore,Medium
CUST-44805,61,Low,493,2022-08-28,Singapore,High
CUST-42033,36,Medium,683,2017-04-09,India,Medium
CUST-77635,56,Low,540,2021-11-09,India,High
CUST-89594,23,High,849,2016-06-02,USA,Low
CUST-53230,26,Medium,559,2016-07-17,UAE,Medium
CUST-38341,26,High,884,2024-11-20,India,Low
CUST-19977,52,Medium,658,2017-05-31,UK,Medium
CUST-12830,20,Low,383,2017-10-30,USA,High
CUST-81132,62,Low,576,2021-11-07,India,Medium
CUST-54513,23,High,897,2020-12-27,India,Low
CUST-85743,54,Medium,711,2018-04-25,India,Low
CUST-99573,63,Medium,704,2024-07-26,India,Low
CUST-34564,52,High,803,2021-06-26,India,Low
CUST-99292,31,Medium,573,2019-05-08,USA,Medium
CUST-15152,33,Medium,593,2016-01-13,India,Medium
CUST-66561,63,Low,521,2022-10-31,USA,High
CUST-75036,68,Low,578,2021-06-06,India,Medium
CUST-59281,20,High,850,2022-07-15,UK,Low
CUST-98746,56,High,788,2021-07-10,India,Low
CUST-22983,48,Medium,652,2016-12-23,USA,Medium
CUST-97233,62,Medium,715,2021-06-13,India,Low
CUST-70557,30,Medium,557,2022-05-13,USA,Medium
CUST-43720,43,Low,520,2024-06-20,India,High
CUST-37743,21,High,716,2017-07-23,India,Low
CUST-47487,69,Medium,697,2022-08-22,India,Medium
CUST-50393,27,Medium,607,2021-05-16,India,Medium
CUST-64743,56,Low,311,2016-03-06,India,High
CUST-29222,51,High,842,2021-04-10,India,Low
CUST-29735,55,Low,577,2017-05-28,Singapore,Medium
CUST-55558,37,Medium,667,2020-09-10,UAE,Medium
CUST-61309,69,Low,517,2019-01-04,Singapore,High
CUST-12669,24,Low,309,2024-11-30,India,High
CUST-32360,43,Low,503,2023-10-23,India,High
CUST-80835,41,Medium,703,2022-10-20,Singapore,Low
CUST-23424,35,Medium,683,2017-06-19,India,Medium
CUST-12025,34,Low,546,2016-01-15,India,High
CUST-75743,18,Low,533,2020-07-23,India,High
CUST-26248,43,High,854,2022-09-05,India,Low
CUST-39692,33,Low,361,2020-10-18,Singapore,High
CUST-55536,51,Medium,666,2017-10-29,India,Medium
CUST-28093,25,High,879,2022-05-18,UK,Low
CUST-27859,55,High,780,2020-01-10,USA,Low
CUST-37622,63,Low,590,2021-12-09,India,Medium
CUST-95116,20,High,807,2018-03-23,UK,Low
CUST-33346,30,Low,422,2020-11-05,Singapore,High
CUST-29876,44,High,855,2016-08-05,India,Low
CUST-98497,56,Medium,722,2021-04-26,UK,Low
CUST-49188,62,Medium,619,2021-09-22,UAE,Medium
CUST-55321,37,Medium,589,2020-07-27,UK,Medium
CUST-63591,18,Low,411,2020-07-28,India,High
CUST-87791,31,Medium,721,2023-10-27,UK,Low
CUST-48103,29,Medium,705,2019-01-19,India,Low
CUST-65751,62,Medium,694,2016-10-31,India,Medium
CUST-18760,31,Low,356,2024-11-03,USA,High
CUST-49035,66,Medium,659,2017-05-17,India,Medium
CUST-26293,55,Low,516,2016-07-02,USA,High
CUST-54655,66,Low,362,2018-10-06,Singapore,High
CUST-16766,33,Low,516,2020-01-10,UAE,High
CUST-32250,59,Medium,673,2023-12-29,India,Medium
CUST-20876,20,High,824,2021-05-26,India,Low
CUST-81673,37,Low,497,2019-01-04,India,High
CUST-56103,41,Medium,710,2022-06-18,India,Low
CUST-39136,20,Medium,576,2022-03-06,UAE,Medium
CUST-90825,35,Medium,559,2018-09-21,India,Medium
CUST-69272,62,Medium,744,2019-11-03,India,Low
CUST-23537,60,Medium,703,2016-02-16,India,Low
CUST-67125,63,Low,547,2022-08-18,UK,High
CUST-53629,68,Low,447,2021-07-30,UAE,High
CUST-14335,58,Medium,671,2020-08-12,UK,Medium
CUST-27317,20,Medium,646,2019-07-09,India,Medium
CUST-88765,60,Medium,744,2020-07-14,UAE,Low
CUST-23648,65,Medium,646,2017-01-16,USA,Medium
CUST-17501,18,High,859,2017-03-24,India,Low
CUST-43444,37,Low,587,2017-02-27,India,Medium
CUST-26523,46,High,821,2017-08-21,India,Low
CUST-41749,60,Low,388,2022-10-30,India,High
CUST-62285,48,Medium,693,2019-03-22,USA,Medium
CUST-70801,28,Medium,605,2024-01-13,India,Medium
CUST-76656,43,Low,305,2023-04-22,India,High
CUST-33115,25,Low,477,2018-01-24,UK,High
CUST-37027,33,Medium,609,2019-06-09,India,Medium
CUST-85129,24,Medium,664,2020-12-19,India,Medium
CUST-84479,22,Low,581,2019-07-01,India,Medium
CUST-18743,20,Low,324,2023-10-11,India,High
CUST-64026,21,Medium,742,2019-07-05,UAE,Low
CUST-44743,44,Medium,691,2022-06-26,UAE,Medium
CUST-74049,66,High,752,2022-10-05,India,Low
CUST-70027,30,High,882,2022-06-05,India,Low
CUST-62302,56,Low,315,2019-04-03,India,High
CUST-32539,47,Low,439,2022-04-08,India,High
CUST-15575,32,Low,462,2016-08-02,Singapore,High
CUST-59300,55,Medium,658,2022-11-29,USA,Medium
CUST-70631,24,Low,467,2023-05-23,USA,High
CUST-28865,18,Low,392,2023-10-12,India,High
CUST-94120,52,High,893,2019-11-16,India,Low
CUST-37070,25,High,718,2017-04-05,UK,Low
CUST-35193,25,High,722,2024-01-06,India,Low
CUST-14847,63,High,706,2017-09-24,India,Low
CUST-21278,41,Medium,695,2020-03-03,India,Medium
CUST-69202,53,Medium,581,2021-08-31,India,Medium
CUST-95321,46,Medium,717,2021-03-20,India,Low
CUST-27966,37,Medium,637,2020-07-18,India,Medium
CUST-45608,39,Medium,581,2016-08-08,Singapore,Medium
CUST-56803,36,Medium,551,2024-11-29,India,Medium
CUST-53559,31,Low,588,2017-03-28,UAE,Medium
CUST-52754,58,High,895,2022-10-22,India,Low
CUST-52705,46,Medium,578,2021-09-13,USA,Medium
CUST-39168,62,Low,500,2021-10-03,India,High
CUST-44450,46,Low,352,2022-04-24,India,High
CUST-88675,69,Low,359,2019-08-15,India,High
CUST-77256,37,High,817,2020-12-12,USA,Low
CUST-31926,43,Low,470,2022-06-24,USA,High
CUST-84787,46,Low,360,2020-12-24,UAE,High
CUST-75683,55,High,718,2021-01-28,UAE,Low
CUST-19703,53,High,878,2023-11-22,India,Low
CUST-10392,58,Low,307,2019-06-08,India,High
CUST-89450,60,Low,487,2019-01-07,USA,High
CUST-29071,68,Low,582,2019-12-11,India,Medium
CUST-12539,56,Low,309,2024-08-30,India,High
CUST-50406,46,Medium,615,2018-10-28,UK,Medium
CUST-20339,30,High,866,2023-08-27,USA,Low
CUST-42052,62,Medium,640,2018-08-03,India,Medium
CUST-21373,20,Medium,674,2018-11-22,UAE,Medium
CUST-66355,55,Medium,567,2019-10-10,UK,Medium
CUST-41125,57,Medium,675,2022-04-14,India,Medium
CUST-56370,69,Medium,687,2021-05-13,India,Medium
CUST-73720,55,Medium,561,2018-07-18,India,Medium
CUST-86370,50,Medium,573,2017-12-26,India,Medium
CUST-18964,35,Low,371,2024-09-23,India,High
CUST-57878,55,Low,426,2019-01-17,India,High
CUST-96018,44,High,824,2022-05-14,India,Low
CUST-96752,31,High,806,2020-01-20,UAE,Low
CUST-14585,45,High,864,2024-04-11,Singapore,Low
CUST-56578,50,Medium,561,2023-12-25,India,Medium
CUST-71696,45,High,802,2021-10-31,India,Low
CUST-76323,29,Medium,608,2023-06-10,Singapore,Medium
CUST-49541,36,High,831,2019-04-08,India,Low
CUST-16180,56,Low,375,2017-09-18,India,High
CUST-94646,34,Medium,670,2017-04-04,USA,Medium
CUST-62657,29,Low,568,2019-10-08,India,Medium
CUST-27764,27,Medium,704,2019-04-23,UAE,Low
CUST-68854,61,High,864,2020-11-24,India,Low
CUST-34042,68,Low,469,2018-12-03,USA,High
CUST-70071,53,High,702,2018-06-16,India,Low
CUST-82256,60,Low,479,2021-01-29,India,High
CUST-63219,62,High,719,2020-11-11,UK,Low
CUST-75471,52,High,842,2020-06-07,India,Low
CUST-72002,43,Medium,660,2019-07-30,India,Medium
CUST-43314,66,High,830,2016-11-28,USA,Low
CUST-52770,37,Medium,714,2017-10-16,India,Low
CUST-55831,51,Low,380,2018-08-18,UAE,High
CUST-42582,58,Medium,630,2021-07-09,Singapore,Medium
CUST-34424,34,Medium,564,2023-02-23,India,Medium
CUST-30411,54,Medium,563,2016-05-21,UAE,Medium
CUST-74871,29,Low,558,2016-08-31,India,Medium
CUST-23729,49,Low,440,2016-10-11,India,High
CUST-51538,55,High,815,2018-01-03,UAE,Low
CUST-80429,56,Medium,584,2023-12-05,India,Medium
CUST-94849,41,Medium,639,2018-12-14,India,Medium
CUST-88393,68,Medium,723,2017-01-13,India,Low
CUST-84048,43,Medium,607,2017-02-22,India,Medium
CUST-74687,55,Medium,624,2022-08-17,India,Medium
CUST-59971,46,Medium,606,2022-08-10,India,Medium
CUST-99946,26,Low,390,2023-12-07,Singapore,High
CUST-80012,68,High,768,2024-02-10,UK,Low
CUST-81978,39,High,856,2018-07-24,India,Low
CUST-73844,63,Low,312,2018-11-28,India,High
CUST-93611,47,Medium,568,2024-03-23,India,Medium
CUST-83016,41,Low,577,2023-01-10,India,Medium
CUST-12592,48,Medium,694,2021-04-29,India,Medium
CUST-37480,24,Low,499,2021-07-10,USA,High
CUST-12533,33,High,774,2019-02-02,USA,Low
CUST-64036,28,Medium,607,2017-03-11,UK,Medium
CUST-80387,29,Medium,607,2016-09-21,UK,Medium
CUST-45385,30,Medium,560,2024-10-29,USA,Medium
CUST-49706,40,High,879,2019-10-19,India,Low
CUST-23289,68,Medium,728,2018-09-27,India,Low
CUST-59175,69,Low,573,2020-08-25,USA,Medium
CUST-45968,57,Low,400,2023-06-01,India,High
CUST-51236,58,Medium,565,2018-05-05,UK,Medium
CUST-21843,54,Low,336,2022-09-17,India,High
CUST-97168,47,High,797,2019-04-01,India,Low
CUST-51066,40,Medium,570,2020-12-10,India,Medium
CUST-72920,66,High,874,2020-12-04,India,Low
CUST-28114,51,Low,453,2022-11-11,USA,High
CUST-42409,36,High,728,2024-03-20,Singapore,Low
CUST-50575,53,Low,474,2022-12-18,India,High
CUST-97581,69,Low,550,2017-03-29,India,Medium
CUST-45896,22,High,732,2024-07-27,India,Low
CUST-45484,40,Low,480,2019-04-10,UAE,High
CUST-19682,35,High,736,2016-03-15,India,Low
CUST-52801,56,Medium,731,2018-01-24,Singapore,Low
CUST-93661,48,Medium,596,2022-12-11,USA,Medium
CUST-52626,40,Medium,590,2019-12-12,India,Medium
CUST-87695,47,Medium,716,2022-09-18,India,Low
CUST-88418,35,Medium,599,2023-11-06,India,Medium
CUST-43186,25,Medium,746,2022-07-10,UAE,Low
CUST-48299,44,Low,424,2022-04-29,UK,High
CUST-31959,61,Low,438,2018-09-11,India,High
CUST-74656,48,High,851,2024-02-20,India,Low
CUST-96087,49,Low,572,2020-12-13,India,Medium
CUST-59105,29,Medium,562,2020-08-05,USA,Medium
CUST-97603,59,High,756,2018-10-23,India,Low
CUST-50107,60,Medium,653,2024-05-19,India,Medium
CUST-86610,69,Low,434,2016-08-20,USA,High
CUST-61995,40,Low,436,2023-02-01,UAE,High
CUST-13760,38,Medium,612,2019-03-12,India,Medium
CUST-61328,63,High,829,2021-12-29,UK,Low
CUST-28866,69,High,837,2024-09-16,India,Low
CUST-10932,18,Medium,643,2024-11-03,UAE,Medium
CUST-75882,41,Low,341,2024-12-11,USA,High
CUST-24347,66,High,701,2019-12-20,India,Low
CUST-51272,21,High,779,2023-05-10,India,Low
CUST-84495,20,High,844,2018-01-19,India,Low
CUST-96694,24,Low,510,2019-01-31,India,High
CUST-89183,33,Medium,671,2022-04-24,India,Medium
CUST-65668,56,High,797,2022-07-31,India,Low
CUST-60163,19,Low,325,2023-09-24,India,High
CUST-64765,55,Medium,654,2020-09-29,India,Medium
CUST-61601,59,Medium,741,2023-04-24,India,Low
CUST-72381,35,Low,386,2022-08-15,India,High
CUST-77740,64,Medium,558,2018-07-10,UAE,Medium
CUST-69102,69,High,763,2024-07-14,India,Low
CUST-79386,64,Medium,674,2018-09-24,India,Medium
CUST-96938,47,Medium,634,2020-09-21,UAE,Medium
CUST-41121,28,Low,485,2019-12-26,USA,High
