transaction_amount,hours_since_last_txn,fraud_probability,risk_score,risk_category,actual_fraud
10982.84,0.62,1.0,100.0,High Risk,1
3859.99,9.76,0.0,0.0,Low Risk,0
3685.9,9.13,0.0,0.0,Low Risk,0
865.11,2.08,0.0,0.0,Low Risk,0
2792.82,30.18,0.0,0.0,Low Risk,0
2458.85,9.74,0.0,0.0,Low Risk,0
10830.64,0.78,1.0,100.0,High Risk,1
2287.47,5.17,0.0,0.0,Low Risk,0
2384.85,4.89,0.0,0.0,Low Risk,0
1307.05,9.17,0.0,0.0,Low Risk,0
962.41,5.31,0.0,0.0,Low Risk,0
1146.03,1.66,0.0,0.0,Low Risk,0
3239.27,27.46,0.0,0.0,Low Risk,0
4243.88,22.97,0.0,0.0,Low Risk,0
2407.33,2.86,0.0,0.0,Low Risk,0
3899.5,0.57,0.0,0.0,Low Risk,0
1126.45,0.52,0.0031339031339031338,0.31,Low Risk,0
1385.83,5.03,0.0,0.0,Low Risk,0
2525.61,0.74,0.0025,0.25,Low Risk,0
2838.45,0.71,0.0,0.0,Low Risk,0
1821.5,48.36,0.0,0.0,Low Risk,0
2919.01,5.46,0.0,0.0,Low Risk,0
1310.27,24.81,0.0,0.0,Low Risk,0
2038.68,3.85,0.0,0.0,Low Risk,0
2092.96,44.46,0.0,0.0,Low Risk,0
2488.98,22.55,0.0,0.0,Low Risk,0
3218.35,17.73,0.0,0.0,Low Risk,0
390.77,7.08,0.0,0.0,Low Risk,0
49906.49,0.3,0.9999029126213592,99.99,High Risk,1
2235.34,17.76,0.0,0.0,Low Risk,0
3698.05,19.95,0.0,0.0,Low Risk,0
2782.78,9.54,0.0,0.0,Low Risk,0
24860.62,0.43,0.9989376721763086,99.89,High Risk,1
13508.81,1.07,0.9981720430107527,99.82,High Risk,1
2500.65,8.64,0.0,0.0,Low Risk,0
3228.28,1.58,0.0,0.0,Low Risk,0
3688.26,1.55,0.0,0.0,Low Risk,0
3290.0,17.52,0.0,0.0,Low Risk,0
2984.07,8.51,0.0,0.0,Low Risk,0
5880.98,4.06,0.0,0.0,Low Risk,0
4273.47,2.6,0.0,0.0,Low Risk,0
1445.33,0.13,0.011961812076247769,1.2,Low Risk,0
969.82,3.74,0.0,0.0,Low Risk,0
2469.51,0.15,0.0,0.0,Low Risk,0
645.93,5.6,0.0,0.0,Low Risk,0
44778.86,0.83,0.9986868686868687,99.87,High Risk,1
4555.48,31.88,0.0,0.0,Low Risk,0
2513.89,23.2,0.0,0.0,Low Risk,0
1976.7,11.52,0.0,0.0,Low Risk,0
1631.31,11.38,0.0,0.0,Low Risk,0
3305.28,5.4,0.0,0.0,Low Risk,0
3299.46,4.44,0.0,0.0,Low Risk,0
2371.11,1.38,0.0,0.0,Low Risk,0
3167.29,10.28,0.0,0.0,Low Risk,0
2878.67,0.08,0.0,0.0,Low Risk,0
2754.81,6.29,0.0,0.0,Low Risk,0
2303.42,8.56,0.0,0.0,Low Risk,0
1868.9,9.15,0.0,0.0,Low Risk,0
2137.61,0.19,0.0,0.0,Low Risk,0
1883.49,2.7,0.0,0.0,Low Risk,0
1338.72,2.74,0.0,0.0,Low Risk,0
1535.68,33.27,0.0,0.0,Low Risk,0
768.33,2.8,0.0,0.0,Low Risk,0
3898.17,5.95,0.0,0.0,Low Risk,0
2841.66,21.86,0.0,0.0,Low Risk,0
4781.99,10.63,0.0,0.0,Low Risk,0
2200.47,12.74,0.0,0.0,Low Risk,0
2646.16,1.82,0.0,0.0,Low Risk,0
2547.17,14.45,0.0,0.0,Low Risk,0
2649.24,2.89,0.0,0.0,Low Risk,0
2341.81,0.4,0.0,0.0,Low Risk,0
3440.24,5.13,0.0,0.0,Low Risk,0
4921.42,10.91,0.0,0.0,Low Risk,0
850.49,8.22,0.0,0.0,Low Risk,0
3498.5,3.99,0.0,0.0,Low Risk,0
4197.6,5.36,0.0,0.0,Low Risk,0
48105.59,0.41,0.9994444444444446,99.94,High Risk,1
3095.27,6.99,0.0,0.0,Low Risk,0
1506.78,38.98,0.0,0.0,Low Risk,0
2642.57,19.88,0.0,0.0,Low Risk,0
2774.71,3.59,0.0,0.0,Low Risk,0
3384.52,5.54,0.0,0.0,Low Risk,0
3055.56,2.81,0.0,0.0,Low Risk,0
50.0,0.58,0.0,0.0,Low Risk,0
3515.21,18.64,0.0,0.0,Low Risk,0
2826.02,20.94,0.0,0.0,Low Risk,0
193.62,14.88,0.0,0.0,Low Risk,0
478.15,0.92,0.0,0.0,Low Risk,0
1748.66,4.6,0.0,0.0,Low Risk,0
1657.71,4.92,0.0,0.0,Low Risk,0
2059.39,20.02,0.0,0.0,Low Risk,0
3937.67,0.91,0.0,0.0,Low Risk,0
3187.76,10.35,0.0,0.0,Low Risk,0
3279.86,11.03,0.0,0.0,Low Risk,0
2948.86,1.3,0.0,0.0,Low Risk,0
3508.59,10.57,0.0,0.0,Low Risk,0
1676.7,6.98,0.0,0.0,Low Risk,0
3428.16,2.53,0.0,0.0,Low Risk,0
3273.87,4.66,0.0,0.0,Low Risk,0
23503.72,0.6,1.0,100.0,High Risk,1
2417.74,10.21,0.0,0.0,Low Risk,0
1218.84,1.68,0.0,0.0,Low Risk,0
2605.07,12.51,0.0,0.0,Low Risk,0
2796.19,31.34,0.0,0.0,Low Risk,0
1054.82,5.13,0.0,0.0,Low Risk,0
2424.58,16.75,0.0,0.0,Low Risk,0
2667.07,6.19,0.0,0.0,Low Risk,0
1986.55,11.08,0.0,0.0,Low Risk,0
2471.24,16.0,0.0,0.0,Low Risk,0
3520.74,9.96,0.0,0.0,Low Risk,0
316.37,5.68,0.0,0.0,Low Risk,0
4846.42,1.2,0.002777777777777778,0.28,Low Risk,0
3461.49,4.33,0.0,0.0,Low Risk,0
3494.13,8.75,0.0,0.0,Low Risk,0
2349.75,31.58,0.0,0.0,Low Risk,0
1584.98,26.12,0.0,0.0,Low Risk,0
2509.32,22.23,0.0,0.0,Low Risk,0
127.92,2.92,0.0,0.0,Low Risk,0
3233.53,1.28,0.0,0.0,Low Risk,0
2671.17,15.18,0.0,0.0,Low Risk,0
2565.85,0.8,0.0,0.0,Low Risk,0
2495.75,1.14,0.0,0.0,Low Risk,0
3308.06,33.17,0.0,0.0,Low Risk,0
3278.93,6.52,0.0,0.0,Low Risk,0
3263.96,2.32,0.0,0.0,Low Risk,0
1702.33,5.78,0.0,0.0,Low Risk,0
3640.62,5.17,0.0,0.0,Low Risk,0
12063.37,1.39,0.9999561403508772,100.0,High Risk,1
2441.85,16.35,0.0,0.0,Low Risk,0
2152.76,3.98,0.0,0.0,Low Risk,0
355.91,23.78,0.0,0.0,Low Risk,0
2539.04,0.96,0.0,0.0,Low Risk,0
1363.88,8.72,0.0,0.0,Low Risk,0
2102.65,5.31,0.0,0.0,Low Risk,0
26752.39,0.16,0.9996935286935286,99.97,High Risk,1
3490.54,24.3,0.0,0.0,Low Risk,0
3704.11,21.29,0.0,0.0,Low Risk,0
1611.93,5.79,0.0,0.0,Low Risk,0
1473.41,26.32,0.0,0.0,Low Risk,0
3194.41,4.19,0.0,0.0,Low Risk,0
3666.18,20.5,0.0,0.0,Low Risk,0
4946.9,15.07,0.0,0.0,Low Risk,0
2609.88,20.24,0.0,0.0,Low Risk,0
3684.36,2.67,0.0,0.0,Low Risk,0
2999.82,4.81,0.0,0.0,Low Risk,0
3635.31,0.52,0.0031339031339031338,0.31,Low Risk,0
1109.0,13.33,0.0,0.0,Low Risk,0
2468.44,3.94,0.0,0.0,Low Risk,0
1647.15,12.16,0.0,0.0,Low Risk,0
1143.01,4.5,0.0,0.0,Low Risk,0
999.32,6.16,0.0,0.0,Low Risk,0
1249.61,4.26,0.0,0.0,Low Risk,0
2415.24,28.65,0.0,0.0,Low Risk,0
3106.34,0.72,0.0,0.0,Low Risk,0
3257.89,9.46,0.0,0.0,Low Risk,0
2250.88,74.4,0.0,0.0,Low Risk,0
1643.22,24.72,0.0,0.0,Low Risk,0
3802.28,8.12,0.0,0.0,Low Risk,0
374.11,6.08,0.0,0.0,Low Risk,0
306.08,22.92,0.0,0.0,Low Risk,0
2693.23,12.26,0.0,0.0,Low Risk,0
1531.27,10.83,0.0,0.0,Low Risk,0
3353.16,14.84,0.0,0.0,Low Risk,0
3757.53,1.08,0.0023465703971119133,0.23,Low Risk,0
4044.56,5.62,0.0,0.0,Low Risk,0
2798.34,7.44,0.0,0.0,Low Risk,0
3314.64,22.69,0.0,0.0,Low Risk,0
1204.19,5.94,0.0,0.0,Low Risk,0
3394.49,9.13,0.0,0.0,Low Risk,0
1826.14,13.5,0.0,0.0,Low Risk,0
3620.19,6.37,0.0,0.0,Low Risk,0
2873.27,6.06,0.0,0.0,Low Risk,0
1556.45,8.12,0.0,0.0,Low Risk,0
4460.97,9.2,0.0,0.0,Low Risk,0
50.0,7.14,0.0,0.0,Low Risk,0
5070.64,5.0,0.0,0.0,Low Risk,0
2403.2,7.22,0.0,0.0,Low Risk,0
2042.09,1.21,0.0027522935779816515,0.28,Low Risk,0
4648.16,5.73,0.0,0.0,Low Risk,0
3684.09,28.26,0.0,0.0,Low Risk,0
3417.19,37.3,0.0,0.0,Low Risk,0
3925.47,15.64,0.0,0.0,Low Risk,0
26336.1,1.3,1.0,100.0,High Risk,1
3525.96,30.2,0.0,0.0,Low Risk,0
1067.73,5.44,0.0,0.0,Low Risk,0
2741.94,1.04,0.0030120481927710845,0.3,Low Risk,0
2990.14,2.75,0.0,0.0,Low Risk,0
2799.47,4.2,0.0,0.0,Low Risk,0
14615.36,1.45,1.0,100.0,High Risk,1
50.0,2.89,0.0,0.0,Low Risk,0
2173.99,0.97,0.0,0.0,Low Risk,0
25691.57,0.29,1.0,100.0,High Risk,1
4263.89,26.17,0.0,0.0,Low Risk,0
2565.16,23.26,0.0,0.0,Low Risk,0
2998.66,3.55,0.0,0.0,Low Risk,0
1887.85,0.17,0.0,0.0,Low Risk,0
3151.9,2.83,0.0,0.0,Low Risk,0
3518.47,5.95,0.0,0.0,Low Risk,0
3615.16,9.97,0.0,0.0,Low Risk,0
3104.12,3.23,0.0,0.0,Low Risk,0
3250.26,3.13,0.0,0.0,Low Risk,0
2292.46,3.37,0.0,0.0,Low Risk,0
2525.58,0.26,0.0,0.0,Low Risk,0
3766.2,8.55,0.0,0.0,Low Risk,0
2709.26,12.1,0.0,0.0,Low Risk,0
2665.79,6.57,0.0,0.0,Low Risk,0
2453.16,0.13,0.011961812076247769,1.2,Low Risk,0
4073.39,13.86,0.0,0.0,Low Risk,0
2645.41,2.64,0.0,0.0,Low Risk,0
2631.22,6.06,0.0,0.0,Low Risk,0
1403.46,17.72,0.0,0.0,Low Risk,0
32930.1,1.41,1.0,100.0,High Risk,1
1069.2,25.42,0.0,0.0,Low Risk,0
3085.48,10.65,0.0,0.0,Low Risk,0
3794.46,18.22,0.0,0.0,Low Risk,0
2770.79,0.84,0.0,0.0,Low Risk,0
1115.65,13.79,0.0,0.0,Low Risk,0
2912.08,2.04,0.0,0.0,Low Risk,0
3232.13,19.62,0.0,0.0,Low Risk,0
4139.27,12.46,0.0,0.0,Low Risk,0
4377.22,22.3,0.0,0.0,Low Risk,0
3321.3,1.31,0.0,0.0,Low Risk,0
2646.65,2.28,0.0,0.0,Low Risk,0
4588.44,27.11,0.0,0.0,Low Risk,0
2838.31,3.26,0.0,0.0,Low Risk,0
2610.76,1.27,0.0,0.0,Low Risk,0
1482.72,0.57,0.0,0.0,Low Risk,0
2625.09,13.08,0.0,0.0,Low Risk,0
5581.58,5.87,0.0,0.0,Low Risk,0
14147.02,1.5,0.9804803526425598,98.05,High Risk,1
2555.02,1.65,0.0,0.0,Low Risk,0
2471.24,4.84,0.0,0.0,Low Risk,0
3561.17,21.71,0.0,0.0,Low Risk,0
2157.82,27.86,0.0,0.0,Low Risk,0
2915.75,3.23,0.0,0.0,Low Risk,0
2878.8,0.48,0.0,0.0,Low Risk,0
4148.17,1.87,0.0,0.0,Low Risk,0
2832.51,2.28,0.0,0.0,Low Risk,0
3886.01,3.82,0.0,0.0,Low Risk,0
2662.7,30.43,0.0,0.0,Low Risk,0
1754.13,1.12,0.005918389672902308,0.59,Low Risk,0
2524.78,3.62,0.0,0.0,Low Risk,0
3044.38,22.9,0.0,0.0,Low Risk,0
2699.48,5.35,0.0,0.0,Low Risk,0
2459.4,14.71,0.0,0.0,Low Risk,0
1746.71,1.98,0.0,0.0,Low Risk,0
3140.97,19.71,0.0,0.0,Low Risk,0
2114.63,3.93,0.0,0.0,Low Risk,0
3209.23,3.63,0.0,0.0,Low Risk,0
2419.35,14.46,0.0,0.0,Low Risk,0
2506.65,6.59,0.0,0.0,Low Risk,0
3340.87,2.83,0.0,0.0,Low Risk,0
2825.69,2.58,0.0,0.0,Low Risk,0
4791.82,0.38,0.0,0.0,Low Risk,0
4265.4,22.26,0.0,0.0,Low Risk,0
3175.93,17.77,0.0,0.0,Low Risk,0
2701.29,7.92,0.0,0.0,Low Risk,0
3017.91,4.48,0.0,0.0,Low Risk,0
2699.9,2.39,0.0,0.0,Low Risk,0
3128.1,4.11,0.0,0.0,Low Risk,0
1048.16,1.77,0.0,0.0,Low Risk,0
3076.65,0.11,0.008028678437032385,0.8,Low Risk,0
3312.65,0.43,0.0056043388429752065,0.56,Low Risk,0
1852.04,5.09,0.0,0.0,Low Risk,0
3090.23,6.11,0.0,0.0,Low Risk,0
647.96,8.36,0.0,0.0,Low Risk,0
1287.09,1.88,0.0,0.0,Low Risk,0
715.6,7.79,0.0,0.0,Low Risk,0
2397.51,1.29,0.0,0.0,Low Risk,0
1241.17,5.86,0.0,0.0,Low Risk,0
3622.64,27.92,0.0,0.0,Low Risk,0
2430.33,1.35,0.0,0.0,Low Risk,0
4263.92,31.13,0.0,0.0,Low Risk,0
1213.43,1.81,0.0,0.0,Low Risk,0
2773.74,1.41,0.0,0.0,Low Risk,0
1084.91,29.39,0.0,0.0,Low Risk,0
3243.53,10.73,0.0,0.0,Low Risk,0
790.05,24.15,0.0,0.0,Low Risk,0
40433.49,0.9,0.999542066027689,99.95,High Risk,1
2947.97,2.14,0.0,0.0,Low Risk,0
5712.47,14.32,0.0,0.0,Low Risk,0
3647.52,0.47,0.0,0.0,Low Risk,0
1757.53,3.73,0.0,0.0,Low Risk,0
2203.01,10.37,0.0,0.0,Low Risk,0
2322.93,51.4,0.0,0.0,Low Risk,0
3071.16,16.61,0.0,0.0,Low Risk,0
3103.74,3.63,0.0,0.0,Low Risk,0
5959.6,19.66,0.0,0.0,Low Risk,0
50.0,5.54,0.0,0.0,Low Risk,0
2875.61,20.05,0.0,0.0,Low Risk,0
4831.77,9.0,0.0,0.0,Low Risk,0
5162.53,3.98,0.0,0.0,Low Risk,0
1693.34,24.87,0.0,0.0,Low Risk,0
1731.01,8.6,0.0,0.0,Low Risk,0
3119.27,16.83,0.0,0.0,Low Risk,0
1426.55,0.6,0.0,0.0,Low Risk,0
1799.8,5.5,0.0,0.0,Low Risk,0
908.83,37.72,0.0,0.0,Low Risk,0
4252.32,3.14,0.0,0.0,Low Risk,0
1808.59,35.33,0.0,0.0,Low Risk,0
2822.49,8.56,0.0,0.0,Low Risk,0
1964.09,5.01,0.0,0.0,Low Risk,0
1042.72,16.28,0.0,0.0,Low Risk,0
4516.83,4.25,0.0,0.0,Low Risk,0
1896.68,11.14,0.0,0.0,Low Risk,0
2857.01,17.14,0.0,0.0,Low Risk,0
3356.27,4.56,0.0,0.0,Low Risk,0
4031.78,4.59,0.0,0.0,Low Risk,0
2636.36,6.33,0.0,0.0,Low Risk,0
15130.06,0.56,1.0,100.0,High Risk,1
2506.15,4.68,0.0,0.0,Low Risk,0
2713.14,2.63,0.0,0.0,Low Risk,0
1716.61,1.19,0.0,0.0,Low Risk,0
3183.55,29.3,0.0,0.0,Low Risk,0
50.0,1.99,0.0,0.0,Low Risk,0
3159.41,3.8,0.0,0.0,Low Risk,0
325.72,2.1,0.0,0.0,Low Risk,0
2309.92,12.42,0.0,0.0,Low Risk,0
48983.81,0.97,1.0,100.0,High Risk,1
806.41,15.94,0.0,0.0,Low Risk,0
2756.6,0.51,0.0,0.0,Low Risk,0
3031.32,1.08,0.0023465703971119133,0.23,Low Risk,0
3160.15,6.23,0.0,0.0,Low Risk,0
2443.02,23.09,0.0,0.0,Low Risk,0
3198.92,2.04,0.0,0.0,Low Risk,0
1699.18,3.65,0.0,0.0,Low Risk,0
3456.59,1.91,0.0,0.0,Low Risk,0
466.71,10.24,0.0,0.0,Low Risk,0
3992.74,1.74,0.0,0.0,Low Risk,0
3003.66,5.65,0.0,0.0,Low Risk,0
24923.96,1.05,0.9993693693693695,99.94,High Risk,1
2473.31,7.63,0.0,0.0,Low Risk,0
2283.52,20.01,0.0,0.0,Low Risk,0
3484.6,29.72,0.0,0.0,Low Risk,0
2897.74,24.32,0.0,0.0,Low Risk,0
3175.69,4.35,0.0,0.0,Low Risk,0
29941.16,0.21,1.0,100.0,High Risk,1
3934.28,5.32,0.0,0.0,Low Risk,0
4252.46,6.34,0.0,0.0,Low Risk,0
3538.77,13.57,0.0,0.0,Low Risk,0
2830.16,78.93,0.0,0.0,Low Risk,0
2005.51,9.02,0.0,0.0,Low Risk,0
152.84,2.41,0.0,0.0,Low Risk,0
1653.7,4.49,0.0,0.0,Low Risk,0
3109.02,2.83,0.0,0.0,Low Risk,0
1026.63,15.15,0.0,0.0,Low Risk,0
4042.5,1.36,0.002980132450331126,0.3,Low Risk,0
2714.82,3.26,0.0,0.0,Low Risk,0
3724.12,21.0,0.0,0.0,Low Risk,0
4132.79,1.31,0.0,0.0,Low Risk,0
4372.66,24.0,0.0,0.0,Low Risk,0
3752.72,0.02,0.0,0.0,Low Risk,0
2089.31,1.61,0.0,0.0,Low Risk,0
851.34,26.71,0.0,0.0,Low Risk,0
3434.72,1.15,0.0,0.0,Low Risk,0
3233.92,8.25,0.0,0.0,Low Risk,0
4132.22,13.13,0.0,0.0,Low Risk,0
2262.0,26.9,0.0,0.0,Low Risk,0
2748.01,22.14,0.0,0.0,Low Risk,0
1705.7,0.62,0.0,0.0,Low Risk,0
1798.65,5.38,0.0,0.0,Low Risk,0
4478.38,28.36,0.0,0.0,Low Risk,0
1235.74,4.12,0.0,0.0,Low Risk,0
3342.78,3.04,0.0,0.0,Low Risk,0
2363.2,22.61,0.0,0.0,Low Risk,0
2625.89,12.53,0.0,0.0,Low Risk,0
4608.31,7.59,0.0,0.0,Low Risk,0
2227.85,19.35,0.0,0.0,Low Risk,0
436.37,5.51,0.0,0.0,Low Risk,0
2053.53,2.44,0.0,0.0,Low Risk,0
2964.09,8.58,0.0,0.0,Low Risk,0
1908.29,9.04,0.0,0.0,Low Risk,0
2335.79,19.66,0.0,0.0,Low Risk,0
3002.16,5.17,0.0,0.0,Low Risk,0
1420.67,6.59,0.0,0.0,Low Risk,0
3482.16,22.61,0.0,0.0,Low Risk,0
3561.18,7.77,0.0,0.0,Low Risk,0
4150.99,21.07,0.0,0.0,Low Risk,0
3024.79,11.16,0.0,0.0,Low Risk,0
2776.84,1.52,0.0,0.0,Low Risk,0
1888.57,12.2,0.0,0.0,Low Risk,0
1712.09,15.14,0.0,0.0,Low Risk,0
3511.3,1.91,0.0,0.0,Low Risk,0
2776.48,2.58,0.0,0.0,Low Risk,0
3382.18,13.74,0.0,0.0,Low Risk,0
5124.45,3.98,0.0,0.0,Low Risk,0
3596.59,13.92,0.0,0.0,Low Risk,0
1854.57,1.08,0.0023465703971119133,0.23,Low Risk,0
2445.2,10.06,0.0,0.0,Low Risk,0
3823.26,1.89,0.0,0.0,Low Risk,0
3905.66,16.8,0.0,0.0,Low Risk,0
50.0,10.43,0.0,0.0,Low Risk,0
1375.56,4.27,0.0,0.0,Low Risk,0
1409.17,14.62,0.0,0.0,Low Risk,0
1731.72,10.63,0.0,0.0,Low Risk,0
2868.85,45.2,0.0,0.0,Low Risk,0
1927.9,9.91,0.0,0.0,Low Risk,0
2867.4,19.05,0.0,0.0,Low Risk,0
3856.25,0.2,0.002826855123674912,0.28,Low Risk,0
3230.53,30.46,0.0,0.0,Low Risk,0
1598.43,35.73,0.0,0.0,Low Risk,0
3247.78,11.0,0.0,0.0,Low Risk,0
2468.46,16.56,0.0,0.0,Low Risk,0
3376.68,10.67,0.0,0.0,Low Risk,0
3230.37,6.26,0.0,0.0,Low Risk,0
4379.85,1.32,0.0,0.0,Low Risk,0
3180.65,17.3,0.0,0.0,Low Risk,0
1328.63,4.03,0.0,0.0,Low Risk,0
2067.89,3.49,0.0,0.0,Low Risk,0
3564.56,2.57,0.0,0.0,Low Risk,0
3867.1,2.24,0.0,0.0,Low Risk,0
472.19,3.46,0.0,0.0,Low Risk,0
1648.78,4.81,0.0,0.0,Low Risk,0
50.0,21.72,0.0,0.0,Low Risk,0
2314.19,7.36,0.0,0.0,Low Risk,0
4381.49,15.69,0.0,0.0,Low Risk,0
2873.33,0.28,0.0,0.0,Low Risk,0
2598.02,5.35,0.0,0.0,Low Risk,0
50.0,1.51,0.0,0.0,Low Risk,0
3445.41,31.72,0.0,0.0,Low Risk,0
1816.97,2.12,0.0,0.0,Low Risk,0
3200.64,2.87,0.0,0.0,Low Risk,0
4191.44,2.51,0.0,0.0,Low Risk,0
1722.73,5.74,0.0,0.0,Low Risk,0
1320.27,1.28,0.0,0.0,Low Risk,0
1931.67,8.5,0.0,0.0,Low Risk,0
834.38,5.36,0.0,0.0,Low Risk,0
2148.82,1.16,0.0,0.0,Low Risk,0
3222.72,10.24,0.0,0.0,Low Risk,0
3644.42,4.98,0.0,0.0,Low Risk,0
2960.37,12.05,0.0,0.0,Low Risk,0
9074.84,1.26,1.0,100.0,High Risk,1
3669.46,6.62,0.0,0.0,Low Risk,0
3213.42,4.84,0.0,0.0,Low Risk,0
1395.36,10.53,0.0,0.0,Low Risk,0
3028.27,57.12,0.0,0.0,Low Risk,0
2272.84,39.07,0.0,0.0,Low Risk,0
505.74,12.22,0.0,0.0,Low Risk,0
2164.07,16.6,0.0,0.0,Low Risk,0
3452.6,6.38,0.0,0.0,Low Risk,0
663.11,2.28,0.0,0.0,Low Risk,0
3593.65,2.89,0.0,0.0,Low Risk,0
3995.59,14.04,0.0,0.0,Low Risk,0
471.49,23.31,0.0,0.0,Low Risk,0
2943.92,23.18,0.0,0.0,Low Risk,0
4054.22,10.96,0.0,0.0,Low Risk,0
3672.44,4.61,0.0,0.0,Low Risk,0
978.93,6.2,0.0,0.0,Low Risk,0
4082.43,2.77,0.0,0.0,Low Risk,0
3413.64,13.4,0.0,0.0,Low Risk,0
3936.9,19.26,0.0,0.0,Low Risk,0
50.0,0.21,0.0,0.0,Low Risk,0
2763.04,2.97,0.0,0.0,Low Risk,0
2734.26,8.81,0.0,0.0,Low Risk,0
1814.8,6.26,0.0,0.0,Low Risk,0
2725.53,10.03,0.0,0.0,Low Risk,0
2811.42,6.9,0.0,0.0,Low Risk,0
4373.33,10.1,0.0,0.0,Low Risk,0
3309.86,9.51,0.0,0.0,Low Risk,0
50.0,6.67,0.0,0.0,Low Risk,0
2452.23,0.02,0.0,0.0,Low Risk,0
1995.61,14.25,0.0,0.0,Low Risk,0
479.5,7.83,0.0,0.0,Low Risk,0
2740.61,36.17,0.0,0.0,Low Risk,0
1100.42,0.04,0.0,0.0,Low Risk,0
2547.75,2.97,0.0,0.0,Low Risk,0
1717.09,5.6,0.0,0.0,Low Risk,0
3259.91,0.42,0.0,0.0,Low Risk,0
1193.21,4.19,0.0,0.0,Low Risk,0
3659.81,9.74,0.0,0.0,Low Risk,0
2153.68,17.26,0.0,0.0,Low Risk,0
3229.24,1.93,0.0,0.0,Low Risk,0
1641.02,5.44,0.0,0.0,Low Risk,0
3329.33,4.26,0.0,0.0,Low Risk,0
2804.85,6.13,0.0,0.0,Low Risk,0
2592.8,6.11,0.0,0.0,Low Risk,0
3443.01,1.59,0.0,0.0,Low Risk,0
2158.79,22.23,0.0,0.0,Low Risk,0
1767.0,0.08,0.0,0.0,Low Risk,0
1120.61,5.99,0.0,0.0,Low Risk,0
1941.64,23.17,0.0,0.0,Low Risk,0
2957.4,16.1,0.0,0.0,Low Risk,0
2127.31,24.25,0.0,0.0,Low Risk,0
2938.26,1.08,0.0023465703971119133,0.23,Low Risk,0
855.16,0.35,0.0,0.0,Low Risk,0
10727.83,1.11,0.9994688819374369,99.95,High Risk,1
1168.63,7.85,0.0,0.0,Low Risk,0
1891.82,3.0,0.0,0.0,Low Risk,0
1332.95,1.6,0.0,0.0,Low Risk,0
805.37,2.92,0.0,0.0,Low Risk,0
1810.73,24.46,0.0,0.0,Low Risk,0
2923.25,3.75,0.0,0.0,Low Risk,0
2357.64,9.84,0.0,0.0,Low Risk,0
1920.31,5.31,0.0,0.0,Low Risk,0
1126.97,0.21,0.0,0.0,Low Risk,0
3324.72,1.12,0.005918389672902308,0.59,Low Risk,0
50.0,9.2,0.0,0.0,Low Risk,0
3194.16,6.18,0.0,0.0,Low Risk,0
47961.36,0.8,1.0,100.0,High Risk,1
2410.31,28.33,0.0,0.0,Low Risk,0
3758.1,2.13,0.0,0.0,Low Risk,0
3804.55,0.37,0.0,0.0,Low Risk,0
2956.63,39.05,0.0,0.0,Low Risk,0
1643.09,2.23,0.0,0.0,Low Risk,0
2071.26,13.97,0.0,0.0,Low Risk,0
2165.21,29.34,0.0,0.0,Low Risk,0
1871.07,30.46,0.0,0.0,Low Risk,0
2035.29,56.5,0.0,0.0,Low Risk,0
4843.81,3.52,0.0,0.0,Low Risk,0
4776.75,7.79,0.0,0.0,Low Risk,0
2350.58,8.84,0.0,0.0,Low Risk,0
1558.66,19.85,0.0,0.0,Low Risk,0
1261.41,4.0,0.0,0.0,Low Risk,0
21613.51,1.26,1.0,100.0,High Risk,1
1110.24,2.56,0.0,0.0,Low Risk,0
5141.31,9.9,0.0,0.0,Low Risk,0
2536.82,0.47,0.0,0.0,Low Risk,0
1979.67,13.28,0.0,0.0,Low Risk,0
1326.23,0.01,0.0,0.0,Low Risk,0
1058.43,2.53,0.0,0.0,Low Risk,0
3032.58,6.65,0.0,0.0,Low Risk,0
2727.04,2.15,0.0,0.0,Low Risk,0
2716.98,3.24,0.0,0.0,Low Risk,0
2381.49,15.99,0.0,0.0,Low Risk,0
1425.27,3.97,0.0,0.0,Low Risk,0
905.77,23.53,0.0,0.0,Low Risk,0
2470.65,19.66,0.0,0.0,Low Risk,0
3100.12,13.78,0.0,0.0,Low Risk,0
2673.12,6.05,0.0,0.0,Low Risk,0
1480.42,1.6,0.0,0.0,Low Risk,0
12629.64,0.87,1.0,100.0,High Risk,1
5019.18,8.38,0.0,0.0,Low Risk,0
2761.08,6.03,0.0,0.0,Low Risk,0
39958.41,0.99,1.0,100.0,High Risk,1
350.83,1.12,0.005918389672902308,0.59,Low Risk,0
1501.06,5.44,0.0,0.0,Low Risk,0
1925.0,14.73,0.0,0.0,Low Risk,0
2877.2,16.78,0.0,0.0,Low Risk,0
3206.49,5.89,0.0,0.0,Low Risk,0
741.24,7.66,0.0,0.0,Low Risk,0
46641.11,0.3,0.9999029126213592,99.99,High Risk,1
17619.52,0.92,1.0,100.0,High Risk,1
30069.56,0.97,1.0,100.0,High Risk,1
2378.48,23.23,0.0,0.0,Low Risk,0
2453.42,4.61,0.0,0.0,Low Risk,0
2904.63,2.72,0.0,0.0,Low Risk,0
2403.16,35.52,0.0,0.0,Low Risk,0
2175.34,3.8,0.0,0.0,Low Risk,0
2048.47,12.45,0.0,0.0,Low Risk,0
521.67,1.45,0.0,0.0,Low Risk,0
818.25,2.81,0.0,0.0,Low Risk,0
4082.69,24.58,0.0,0.0,Low Risk,0
1757.5,1.3,0.0,0.0,Low Risk,0
1905.36,2.84,0.0,0.0,Low Risk,0
3421.98,10.34,0.0,0.0,Low Risk,0
